frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
912,465,[1549.98779296875 1031.978271484375 2030.2098388671875 1397.7987060546875],car,[1726.658935546875 1283.115234375 1860.252685546875 1326.90673828125],0.6928386688232422,DAD7CLX,0.32731408181851823
912,342,[493.929443359375 1091.96875 1040.810791015625 1431.8770751953125],car,[727.0263061523438 1380.1068115234375 831.1624145507812 1430.0550537109375],0.6497156620025635,G0UNA,0.3011675716608629
912,285,[1395.21435546875 645.002197265625 1817.9923095703125 1045.07421875],car,[1551.530029296875 935.3740234375 1659.363037109375 972.99072265625],0.5648824572563171,EY03VUS,0.1627081663214
913,465,[1551.1719970703125 1034.8760986328125 2032.1580810546875 1402.128662109375],car,[1726.55126953125 1283.4539794921875 1859.97802734375 1328.8240966796875],0.8418300747871399,WAOTCLX,0.30757041628337106
913,285,[1394.802490234375 645.5699462890625 1818.0069580078125 1046.5946044921875],car,[1552.750244140625 935.9415283203125 1661.960693359375 977.1424560546875],0.6397570967674255,FEYO9WWS},0.1251815054790662
914,465,[1552.0703125 1038.8326416015625 2032.1610107421875 1408.5093994140625],car,[1725.8193359375 1288.082763671875 1861.29541015625 1329.142578125],0.8394722938537598,DA07CLX,0.21114962601124146
914,285,[1395.0413818359375 648.0345458984375 1818.18115234375 1049.5157470703125],car,[1549.674560546875 939.5367431640625 1662.655517578125 979.8592529296875],0.7516335844993591,{EO9VWS,0.08863371853293822
915,285,[1394.3839111328125 649.9104614257812 1818.3392333984375 1052.3023681640625],car,[1548.234130859375 943.8193359375 1663.032470703125 983.45458984375],0.7411441206932068,EY06VUS,0.453308526017471
916,285,[1392.732666015625 650.194091796875 1818.3702392578125 1053.9881591796875],car,[1542.177734375 946.289306640625 1664.029296875 989.450439453125],0.7376854419708252,EYOGVM5},0.19167838770412457
916,465,[1554.6368408203125 1046.2509765625 2034.8631591796875 1417.2535400390625],car,[1727.88623046875 1303.212158203125 1871.4443359375 1343.281005859375],0.4636717736721039,DAD7CLX,0.6767959087486942
917,465,[1556.8477783203125 1050.1676025390625 2037.762939453125 1422.502197265625],car,[1731.239990234375 1309.716796875 1870.282958984375 1351.209228515625],0.8114407658576965,WOTCLX,0.25419333494479485
917,285,[1391.0594482421875 650.741943359375 1818.8397216796875 1058.0450439453125],car,[1547.0931396484375 949.2967529296875 1661.9832763671875 990.4962158203125],0.7480762004852295,EY09WAS,0.083839371607532
918,465,[1558.964111328125 1054.630615234375 2040.6005859375 1425.537841796875],car,[1734.64111328125 1312.366943359375 1872.1455078125 1358.7841796875],0.7655957937240601,MA0)CLX,0.06079318462586871
918,285,[1390.2723388671875 650.25146484375 1818.8094482421875 1061.8831787109375],car,[1539.97802734375 951.8656005859375 1663.302734375 990.5279541015625],0.48120632767677307,EY06VUS,0.13922808641480228
919,465,[1559.934326171875 1056.907470703125 2041.2750244140625 1427.2744140625],car,[1734.26611328125 1312.8037109375 1875.193603515625 1358.5419921875],0.7410485148429871,MOZCLX,0.47216917662374575
919,285,[1389.915771484375 651.6572265625 1818.8779296875 1063.2857666015625],car,[1548.73193359375 954.6075439453125 1661.4248046875 993.5565185546875],0.4311186671257019,EY09YUS,0.19673316275972633
920,465,[1560.5731201171875 1061.0401611328125 2044.65087890625 1432.439697265625],car,[1736.2113037109375 1314.103271484375 1873.5596923828125 1360.677490234375],0.8290321230888367,MAOZCLX,0.10183177713974867
920,285,[1389.145751953125 651.6687622070312 1818.80419921875 1066.718505859375],car,[1548.324951171875 955.0810546875 1660.975341796875 995.275634765625],0.639090895652771,EY09VVS,0.17887807233339253
921,465,[1561.9097900390625 1065.7618408203125 2048.057373046875 1434.8304443359375],car,[1741.994384765625 1325.246826171875 1874.998291015625 1365.258056640625],0.7751604914665222,DADZCLX,0.6586066546867314
921,285,[1388.02978515625 656.193603515625 1819.93115234375 1070.7674560546875],car,[1548.80419921875 958.5715942382812 1656.158203125 996.662353515625],0.356466144323349,EY03VHS,0.2294528280091726
922,465,[1562.0517578125 1069.1373291015625 2049.05078125 1434.8336181640625],car,[1740.531494140625 1325.5919189453125 1878.888427734375 1372.4481201171875],0.6801143288612366,DADZCX,0.06275441700929567
922,285,[1386.818603515625 656.3701782226562 1820.2747802734375 1072.7872314453125],car,[1551.6435546875 960.032958984375 1661.001953125 997.732421875],0.6557099223136902,EY03VNS,0.10178474109911022
923,285,[1386.312255859375 659.9533081054688 1822.6326904296875 1077.3687744140625],car,[1544.869140625 964.111572265625 1657.5439453125 1004.97021484375],0.8199624419212341,EY06VUS,0.18643550219573715
923,465,[1563.2454833984375 1075.4451904296875 2050.799072265625 1435.9779052734375],car,[1741.1173095703125 1336.37353515625 1880.0340576171875 1377.85009765625],0.7626911997795105,DAOZCLX,0.44869004110695065
924,465,[1564.785400390625 1080.8436279296875 2053.95654296875 1436.611328125],car,[1745.08154296875 1343.2412109375 1880.84765625 1381.8818359375],0.8434874415397644,DAOZCLX,0.6142573585698077
924,285,[1385.3521728515625 660.8120727539062 1823.76953125 1081.35107421875],car,[1548.4744873046875 967.55859375 1658.7432861328125 1006.890380859375],0.7886543273925781,EYOGWW5),0.1444703566612791
925,285,[1384.7047119140625 661.8492431640625 1823.37890625 1083.0513916015625],car,[1550.436767578125 970.8939819335938 1658.241943359375 1010.6484375],0.8292181491851807,EY09YWS,0.07424646961908009
925,465,[1565.2933349609375 1083.1578369140625 2055.517578125 1435.501953125],car,[1746.1185302734375 1343.541748046875 1885.4837646484375 1385.514404296875],0.6631094217300415,DAOZLLX,0.5931232649154148
926,285,[1384.1912841796875 666.0015869140625 1823.3231201171875 1087.1611328125],car,[1548.602294921875 973.0635375976562 1661.328857421875 1013.4150390625],0.8217419385910034,EY06VWB,0.07206380546109827
926,465,[1566.158203125 1086.7862548828125 2060.245849609375 1435.2279052734375],car,[1746.3438720703125 1347.3212890625 1887.1441650390625 1389.9931640625],0.7640183568000793,DAOZCLX,0.5566934603299422
927,465,[1567.52587890625 1091.64404296875 2063.33447265625 1435.35205078125],car,[1751.9964599609375 1351.871337890625 1889.3565673828125 1391.005615234375],0.8243263363838196,DA07CLX,0.1471963717272364
927,285,[1382.502197265625 669.3120727539062 1823.4666748046875 1091.2857666015625],car,[1548.63623046875 977.55322265625 1659.3203125 1017.64501953125],0.8028645515441895,EYO9V5,0.184355790947158
928,285,[1382.0865478515625 674.3659057617188 1823.2230224609375 1093.802734375],car,[1547.346435546875 978.431640625 1660.704345703125 1020.5615234375],0.7549294829368591,EY06VUS,0.4838363469368263
928,465,[1568.9437255859375 1094.28857421875 2066.041015625 1434.916748046875],car,[1753.216796875 1357.535888671875 1887.18896484375 1394.21826171875],0.6286336779594421,AO7CLX,0.2598258281140031
929,285,[1381.671875 677.8236694335938 1823.6915283203125 1097.6466064453125],car,[1537.9755859375 980.923828125 1660.652099609375 1022.60205078125],0.8099987506866455,EY06VUS,0.3443948806008995
930,285,[1381.3677978515625 681.7335205078125 1823.9119873046875 1101.455810546875],car,[1539.38916015625 986.118408203125 1659.548828125 1025.717529296875],0.639682948589325,EY09VWS,0.12060110227627258
930,465,[1570.2681884765625 1103.6202392578125 2072.779541015625 1435.9205322265625],car,[1759.4927978515625 1374.0460205078125 1893.0855712890625 1413.8353271484375],0.5965834856033325,DA07CLI,0.17124406293538436
931,465,[1571.0877685546875 1105.6099853515625 2072.925537109375 1434.8529052734375],car,[1759.455322265625 1376.217041015625 1895.286865234375 1417.097900390625],0.5989299416542053,DA07CLX,0.19236382527990875
931,285,[1379.8948974609375 682.6821899414062 1823.555419921875 1103.1866455078125],car,[1544.173828125 986.40966796875 1661.44873046875 1025.7333984375],0.5733276605606079,EY09VWS,0.24063752271342384
932,285,[1378.33056640625 681.5604248046875 1823.9696044921875 1106.8309326171875],car,[1542.0958251953125 988.3818359375 1658.5731201171875 1027.9443359375],0.7029262781143188,EO9YV5,0.23040105526291835
933,285,[1377.66357421875 678.421630859375 1824.2703857421875 1110.634765625],car,[1545.4359130859375 991.4915771484375 1655.1077880859375 1031.7308349609375],0.7314875721931458,EY09YWS,0.3307101089912963
934,285,[1377.0631103515625 681.8561401367188 1824.9866943359375 1112.494384765625],car,[1546.7032470703125 992.6055908203125 1657.6512451171875 1031.3360595703125],0.6938088536262512,EOGVU5,0.3712187036843374
935,285,[1376.30322265625 683.6041259765625 1825.5975341796875 1114.778076171875],car,[1544.22412109375 995.721923828125 1657.48095703125 1037.372802734375],0.8171161413192749,EYONVUG,0.056026666748571416
936,285,[1374.92041015625 682.7813110351562 1826.42236328125 1117.4791259765625],car,[1546.5120849609375 999.637939453125 1659.9332275390625 1042.504150390625],0.778948187828064,EYOPVV9,0.1313958030604902
937,285,[1373.62548828125 686.827880859375 1826.56640625 1120.674072265625],car,[1547.298095703125 1002.9193115234375 1663.482666015625 1044.2117919921875],0.7996348142623901,EYOPYUS,0.09832163295157924
938,285,[1373.170654296875 686.6583862304688 1826.892333984375 1124.4033203125],car,[1539.949462890625 1005.5369873046875 1660.790771484375 1047.6368408203125],0.7926985621452332,EY09VWS,0.13243484113128534
939,285,[1372.537109375 693.2337646484375 1827.385986328125 1128.9298095703125],car,[1541.9873046875 1009.652587890625 1664.55615234375 1052.23876953125],0.716353714466095,EY09WUS,0.41200120693578496
940,285,[1372.718994140625 694.25048828125 1827.638671875 1130.78955078125],car,[1534.7490234375 1011.638671875 1661.76171875 1054.7041015625],0.7951990365982056,EOGW5,0.12283278070813562
941,285,[1371.666015625 694.0881958007812 1827.31494140625 1135.6485595703125],car,[1544.8321533203125 1015.4306640625 1660.1900634765625 1056.114013671875],0.6672661900520325,EY06VUS,0.13156568224145165
942,285,[1370.8502197265625 701.2798461914062 1827.4744873046875 1140.3406982421875],car,[1541.777587890625 1017.4564208984375 1661.079345703125 1060.3004150390625],0.48237937688827515,EYOGV5,0.4132373870032727
943,285,[1369.7066650390625 702.3594970703125 1827.4132080078125 1142.02978515625],car,[1538.382080078125 1019.7586669921875 1659.724365234375 1060.6663818359375],0.45107969641685486,EYO9UG,0.06885653316290861
944,285,[1369.5198974609375 711.7232666015625 1828.8812255859375 1146.2130126953125],car,[1541.942626953125 1022.6444091796875 1652.140625 1061.8765869140625],0.4558597505092621,EY06VWS,0.15644529701767018
945,285,[1369.44287109375 714.7565307617188 1830.08935546875 1149.55029296875],car,[1537.4647216796875 1025.360107421875 1657.4578857421875 1066.834228515625],0.7891499400138855,EYOBVW5,0.11471340963159624
946,285,[1369.0052490234375 716.96533203125 1830.6925048828125 1150.8465576171875],car,[1541.634033203125 1028.36181640625 1658.260009765625 1068.0380859375],0.8346930146217346,EOGWVS,0.16725762970368294
947,285,[1368.12158203125 720.5820922851562 1830.68701171875 1154.540283203125],car,[1541.618408203125 1033.619140625 1658.312255859375 1073.19189453125],0.82138592004776,EY06VVS,0.42809083462875863
948,285,[1366.1903076171875 724.4962768554688 1830.969970703125 1159.3746337890625],car,[1539.99951171875 1036.43798828125 1660.29296875 1075.91064453125],0.8194753527641296,EYOGVW9,0.12435346894816621
949,285,[1365.2735595703125 726.0914306640625 1830.919189453125 1161.5364990234375],car,[1539.4091796875 1037.5452880859375 1664.095703125 1077.3795166015625],0.7845014333724976,EY06VVS,0.16018344476888882
950,285,[1364.409912109375 727.8240966796875 1831.4256591796875 1164.7174072265625],car,[1542.20166015625 1042.93212890625 1662.792236328125 1084.7216796875],0.7916209697723389,EYOGWS,0.20002199260241932
951,285,[1364.612060546875 732.0819702148438 1832.5091552734375 1168.347412109375],car,[1538.883056640625 1046.06884765625 1661.143310546875 1087.1064453125],0.8248425126075745,EY06VDS,0.23814631581544832
952,285,[1364.552490234375 734.5514526367188 1832.957763671875 1170.4742431640625],car,[1534.798095703125 1048.537109375 1660.0263671875 1091.43017578125],0.8018015623092651,EY06VUS,0.0910757765391418
953,285,[1363.503173828125 737.6843872070312 1833.390380859375 1174.5269775390625],car,[1538.82958984375 1051.2701416015625 1657.08154296875 1091.7357177734375],0.7433436512947083,EYDGVW5,0.08914127182219954
954,285,[1361.359375 743.232421875 1834.08349609375 1179.108154296875],car,[1541.04052734375 1055.46875 1653.458251953125 1093.78076171875],0.7347564101219177,EY06VWS,0.5250255542019205
955,285,[1360.82958984375 745.4992065429688 1834.12451171875 1181.341064453125],car,[1540.2255859375 1055.85986328125 1658.012939453125 1097.0068359375],0.8483801484107971,EYO9WS,0.26109126433179614
956,285,[1360.2840576171875 747.7415771484375 1834.197265625 1185.36767578125],car,[1539.62646484375 1059.5218505859375 1657.611328125 1102.4449462890625],0.8750093579292297,EY06WWS,0.09796436214082206
957,285,[1359.89453125 748.7835693359375 1834.6295166015625 1189.719482421875],car,[1540.8687744140625 1064.5146484375 1662.4354248046875 1107.41064453125],0.8506647944450378,EY06VUS,0.2212314050278742
958,285,[1359.7364501953125 748.5021362304688 1833.9171142578125 1192.4649658203125],car,[1535.5220947265625 1067.396484375 1661.6048583984375 1107.05224609375],0.8243802189826965,EY06VUS,0.34910644939546054
959,285,[1358.8935546875 750.1386108398438 1835.1634521484375 1196.7733154296875],car,[1531.247314453125 1069.5771484375 1662.482177734375 1111.4140625],0.8259905576705933,EY06TWS,0.08196346577295478
960,285,[1357.6610107421875 751.1806030273438 1836.0252685546875 1200.68896484375],car,[1529.983642578125 1073.7979736328125 1663.115478515625 1117.1658935546875],0.8297273516654968,EYOGVW9,0.13403049875833387
961,285,[1356.927001953125 753.2706298828125 1836.991943359375 1202.8651123046875],car,[1536.92041015625 1078.513671875 1661.0771484375 1118.696533203125],0.8241398334503174,EYQ9VU5,0.23275005633336981
962,285,[1356.4552001953125 757.298828125 1837.822509765625 1207.580078125],car,[1541.5645751953125 1081.65576171875 1659.5115966796875 1122.994140625],0.818757176399231,EY06VUS,0.049678584716262936
963,285,[1356.4569091796875 760.0729370117188 1838.931884765625 1212.0712890625],car,[1540.34521484375 1084.1527099609375 1659.02783203125 1123.5059814453125],0.7760566473007202,EYQGVWS,0.01341961034342822
964,285,[1356.3812255859375 762.2859497070312 1838.96337890625 1214.1253662109375],car,[1535.53076171875 1085.024169921875 1656.80029296875 1125.026611328125],0.7695597410202026,EY06VUS,0.09252482157385804
965,285,[1355.6746826171875 765.5556640625 1839.697021484375 1217.9952392578125],car,[1540.312255859375 1090.3975830078125 1658.623779296875 1130.5274658203125],0.8630622029304504,EY06WWS,0.08763514307049763
966,285,[1354.377685546875 768.7588500976562 1840.8580322265625 1223.0914306640625],car,[1542.0670166015625 1096.17041015625 1661.0128173828125 1136.86376953125],0.8535611629486084,EYOGVW9,0.09213273425218445
967,285,[1353.3199462890625 771.8862915039062 1841.166259765625 1225.233154296875],car,[1538.297607421875 1096.275146484375 1665.007080078125 1137.488037109375],0.8396815061569214,EYOGVW9,0.2385465152720551
968,285,[1353.1258544921875 776.4119262695312 1842.02587890625 1229.9859619140625],car,[1535.61279296875 1103.796142578125 1664.98681640625 1146.132568359375],0.8000229597091675,EY09VWS,0.16360585068117553
969,285,[1353.3726806640625 779.8043212890625 1843.365234375 1234.8919677734375],car,[1534.8951416015625 1108.851806640625 1661.9742431640625 1150.846435546875],0.8119123578071594,EY09WUS,0.12938461454154196
970,285,[1353.38671875 781.4813232421875 1843.9698486328125 1237.6767578125],car,[1532.192138671875 1110.143798828125 1664.260986328125 1152.205322265625],0.810253918170929,EY09VHS,0.3443781072236551
971,285,[1353.076171875 785.1254272460938 1845.4669189453125 1242.7962646484375],car,[1532.8642578125 1112.8944091796875 1664.67138671875 1156.1673583984375],0.7924602627754211,EY09VMS,0.1000287013850562
972,285,[1351.98876953125 787.796875 1846.0245361328125 1247.4149169921875],car,[1533.0234375 1116.4765625 1669.2158203125 1158.5205078125],0.7622459530830383,EY09VMS,0.20425072319405435
973,285,[1351.42919921875 790.8472900390625 1846.40478515625 1250.1737060546875],car,[1543.7001953125 1119.3927001953125 1660.704345703125 1161.2935791015625],0.8154879212379456,EY09VMS,0.5659856403516361
